32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.072064	0.096960	0.307488	1.953020	9.307140	44.360500	
0.061600	0.082528	0.306016	1.950880	9.301250	48.142500	
0.058432	0.081568	0.306528	1.950560	9.304320	44.361500	
0.056992	0.080832	0.305984	1.951070	9.300860	44.360800	
0.058528	0.080800	0.305984	1.949630	9.304480	44.355300	
0.057568	0.081248	0.305920	1.950720	9.305250	44.355200	
0.057952	0.088000	0.306048	1.950140	9.304670	44.356600	
0.057376	0.080736	0.306080	1.950110	9.303680	44.350200	
0.057600	0.081120	0.306208	1.950690	9.302300	44.358100	
