32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.081184	0.144064	0.547968	3.625310	17.467100	83.466300	
0.039488	0.128000	0.546240	3.624830	17.471300	83.468800	
0.065184	0.127104	0.546144	3.624420	17.466300	83.464200	
0.065280	0.126080	0.546208	3.624260	17.469000	83.464200	
0.065408	0.126048	0.546208	3.624990	17.466900	83.470200	
0.065280	0.126048	0.546144	3.623550	17.468200	83.468200	
0.106784	0.126048	0.546240	3.623580	17.470300	87.272900	
0.065856	0.127200	0.546368	3.624450	17.471600	83.476300	
0.064896	0.127168	0.546176	3.623070	17.468900	83.471200	
