32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.028000	0.035456	0.066368	0.261664	1.020770	4.056130	
0.014464	0.021856	0.064800	0.259296	1.018560	4.055550	
0.014048	0.020448	0.064672	0.259328	1.017860	4.054530	
0.014144	0.019648	0.064704	0.259072	1.017890	4.053950	
0.013984	0.018848	0.064768	0.259584	1.018530	4.054590	
0.013696	0.018784	0.064672	0.259104	1.018270	4.057310	
0.013600	0.018816	0.064768	0.258944	1.018080	4.055900	
0.013728	0.018784	0.064864	0.259104	1.018270	4.055360	
0.013536	0.018912	0.064768	0.258944	1.018300	4.052860	
