32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.024672	0.026592	0.033344	0.121984	0.466496	1.851260	7.375260	
0.013568	0.013408	0.031840	0.119552	0.464896	1.850460	7.372830	
0.011040	0.011136	0.031904	0.119712	0.464448	1.850980	7.368320	
0.010848	0.011296	0.031840	0.119680	0.464544	1.847710	7.368320	
0.010848	0.011168	0.031904	0.119936	0.464608	1.848130	7.367580	
0.011392	0.011264	0.032128	0.119744	0.464512	1.848930	7.369060	
0.010752	0.011264	0.031936	0.119776	0.463904	1.847200	7.373310	
0.010720	0.011456	0.031968	0.119968	0.464576	1.849760	7.368960	
0.010688	0.011136	0.031936	0.119552	0.464512	1.848130	7.370780	
