32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.034400	0.043360	0.094176	0.353952	1.374400	5.472220	21.841900	
0.021664	0.029184	0.091136	0.351808	1.374530	5.466720	21.834100	
0.018048	0.027200	0.091296	0.349344	1.372860	5.465660	21.845700	
0.018272	0.027552	0.089472	0.350432	1.374020	5.466370	21.838500	
0.016928	0.027520	0.089472	0.350176	1.372770	5.466400	21.843600	
0.016832	0.027296	0.090048	0.350112	1.371870	5.462880	21.844000	
0.016800	0.026880	0.095520	0.350304	1.374110	5.471170	21.844200	
0.016960	0.027168	0.090080	0.349472	1.374560	5.465570	21.846700	
0.016928	0.026784	0.090816	0.349728	1.374820	5.469570	21.834700	
