32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.111808	0.090976	0.184864	0.961184	4.360770	20.426600	95.904400	
0.068480	0.077088	0.182784	0.955552	4.331100	20.436700	95.847300	
0.067520	0.075232	0.180256	0.957056	4.341980	20.411900	99.516400	
0.065824	0.075328	0.178976	0.951584	4.343810	20.440300	95.850100	
0.065472	0.075008	0.179936	0.955200	4.342780	20.410500	95.796900	
0.066240	0.074688	0.179456	0.952096	4.335040	20.425600	95.763300	
0.066496	0.074688	0.181120	0.952864	4.351070	20.411600	95.920800	
0.066464	0.075776	0.178944	0.951136	4.433820	20.417600	95.858400	
0.066624	0.119392	0.178656	0.952480	7.984640	20.401600	99.529200	
