32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.035072	0.066752	0.196416	0.802272	3.186050	12.712400	
0.023392	0.052832	0.194944	0.801952	3.182270	12.707400	
0.021728	0.051072	0.194976	0.801408	3.183490	12.710600	
0.021536	0.051040	0.194848	0.802272	3.183740	12.708600	
0.021216	0.051040	0.194912	0.802368	3.185150	12.711500	
0.021312	0.051040	0.194880	0.802944	3.179550	12.707700	
0.021120	0.051072	0.194912	0.802272	3.185060	12.707100	
0.021152	0.051104	0.195072	0.801856	3.188190	12.714500	
0.021152	0.051104	0.194944	0.801440	3.182690	12.716400	
