32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.028928	0.036832	0.083008	0.328256	1.294940	5.159900	20.583300	
0.025792	0.036480	0.083680	0.327968	1.295900	5.169250	20.590300	
0.026528	0.035808	0.083488	0.328544	1.297180	5.162430	20.590300	
0.025632	0.035168	0.088320	0.329504	1.298940	5.160900	20.583300	
0.027168	0.035008	0.088320	0.329888	1.293890	5.165310	20.588600	
0.024544	0.035136	0.086016	0.329536	1.294720	5.160480	20.581400	
0.027136	0.033920	0.083488	0.329760	1.299840	5.164480	20.582600	
0.025088	0.034976	0.082976	0.327584	1.296000	5.167170	20.605200	
0.026048	0.039488	0.084064	0.328544	1.299170	5.161410	20.582700	
