32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.041248	0.067520	0.209632	0.657504	2.613120	10.388400	41.588300	
0.044448	0.066656	0.173088	0.660640	2.620610	10.422300	41.350800	
0.041792	0.070784	0.173216	0.657408	2.617500	10.396500	41.487000	
0.042912	0.072320	0.174784	0.654560	2.609950	10.415100	41.655600	
0.042176	0.072960	0.174240	0.661344	2.616860	10.372900	41.480000	
0.041280	0.077408	0.173856	0.661696	2.614660	10.418500	41.492800	
0.040896	0.057056	0.174816	0.661056	2.611360	10.428600	41.594700	
0.042176	0.074720	0.174112	0.658528	2.615870	10.417100	41.582400	
0.040416	0.070368	0.178464	0.661280	2.614690	10.376800	41.530900	
